"pid","index","RT","length","content","eval","meaningful","engagement"
"217",18,261.46,1356,"', ""I don't know how many clicks I did exactly but I think it was about 10 except for the first round when I did more like 18 because none of the values were particularly high. "", ""I clicked on the outer edge nodes and then the ones just before them if I was struggling to decide which route to take or I wanted to double check I won't have a heavy loss. "", 'I select the outer edge nodes and then double checked the route by clicking the one just before the highest scorer that I wanted to aim for. ', ""This didn't work as well as the previous rounds because the outer edge nodes values weren't as high but still no losses so I'm ok with that. "", ""I would advise someone to click on the outer edge nodes. When they have found a high enough value then check the node just before it to make sure it's not a really heavy loss and then move towards it. "", 'I will probably use around 10 per round with a maximum of either 18 or 20 clicks. ', ""I still plan to click on the outer edge nodes but don't feel the need to click on every single one as it will just waste points if I have already found a value I'm happy with. Then I will check the node just before it to make sure it isn't a really heavy loss. "", ""I will click on the outer edge nodes still and find the highest value I'm happy with. Then I will double check the route by clicking the node which is just before the high value one. "", '",4,TRUE,2
"218",3,91.37,262,"[""I didn't make any clicks"", 'I did not make clicks, on the first game I wanted to chance', 'Chance for the first round', 'Because I did not look at the node amounts', 'Use some profit to work out the node values', '2-3', ""I'm unsure yet"", 'Aim for general success rather than highest outcome', '",3,TRUE,1
"218",6,75.85,155,"', '3-4', 'the final nodes I could arrive at', 'Random ending nodes', 'Chance', 'Select a few options and head towards highest', '3-4', 'ending nodes', 'end notes and head towards highest', '",4,TRUE,1
"218",9,39.64,72,"', 'random', 'random end nodes', 'none', 'chance / luck', ""It's all chance"", '3-4', 'end nodes', 'random', '",4,TRUE,1
"218",12,47.75,100,"', '3-6', 'end locations', 'aim for high end spot', 'lucj', ""I'm struggling to find a pattern"", '2-6', 'end locations', 'less clicks', '",3,TRUE,1
"218",15,48.43,103,"', '2', 'outside nodes', 'outside clicks and try doing less', 'luck ', ""don't waste too many clicks"", '2-4', 'outer nodes', 'click less', '",4,TRUE,1
"218",18,117.57,204,"', '2-6', 'outside nodes as worth highest', 'picked at random', 'luck', 'there are not enough chances between questions to figure out tips ', '2-5', 'ends still', 'stick to the outside nodes as the max of those could overrule any losses', '",3,TRUE,1
"219",3,116.86,260,"['Around 8', 'The closest three nodes and then the three branches \n', 'Selected nodes that branched off', 'I lost a lot of money, poor planning', ""Don't click every node"", '4', 'On branches but not on the three closest ones', 'On important branched nodes, to minimise money spent inspecting', '",1,TRUE,1
"219",6,74.92,254,"', '5', 'Clicked on the branches and then the terminal nodes where i would end up', 'When i found a terminal node of high value i stopped clicking ', 'I focused on ending on a positive value\n', 'Look at the branched and end nodes', '5', 'branched and end nodes', 'The same as this round', '",4,TRUE,1
"219",9,71.32,290,"', '4', 'Clicked on branches and then end ones to find a high value one', 'Trying to find a high value end one and avoiding negative ones', 'Strategic clicking to minimise clicks', 'Click as little as possible and click on branches and end ones', 'The same as this round', 'The same as this round', 'The same as this round', '",4,TRUE,1
"219",12,78.43,183,"', '4', 'Click on end ones to find high value node', 'Click at the end ones to minimise click', 'Minimised clicks and ended on high value nodes', 'Click on end nodes', '4', 'End nodes again', 'The same as this round', '",4,TRUE,1
"219",15,66.64,187,"', '1/2', 'end nodes', 'Looking for high value end nodes', 'Minimised clicks and ended on high value nodes', 'Minimise clicks by clicking on end nodes to find a high value one', '2', 'End nodes', 'The same as this round', '",4,TRUE,1
"219",18,45.58,108,"', '3', 'End nodes', 'Looking for high value end nodes', 'Minimised clicks', 'Minimise clicks', '2', 'On end nodes', 'The same as this round', '",4,TRUE,1
"220",3,190.52,197,"['1', 'on the node above ', ""No, I'm not using a strategy"", ""It has worked out that way as I don't want to use $1 each time to see the amount."", ""I can't give any tips."", '1', 'I am not sure.', ""I don't want to use any strategy"", '",3,TRUE,2
"220",6,221.38,331,"', '2', 'I clicked on two of the nodes to determine the best way to go.', ""No I didn't use any strategy."", 'There is no way to tell where the positive values are without clicking on a node and using $1 each time.', ""I don't have any tips to give."", '10', 'I will click where there are more than 2 nodes to choose from.', 'I will use the node inspector more often.', '",1,TRUE,2
"220",9,188.17,404,"', '5', 'I decided to click on the possible end destination nodes ', 'I used the strategy of clicking on the end destination nodes to find the highest possible values.', 'I could see where the highest values were in the hopes of offsetting the losses.', 'Click on the end destination nodes to find the value.', '20', 'On the end destination nodes.', 'I plan to look for the highest values at the end destinations then navigate that way.', '",3,TRUE,2
"220",12,179.54,401,"', 'between 4-6', 'I changed tactic throughout clicking on the outer destination nodes.', 'I clicked the outer destination nodes to find the highest rewards ', 'I could see where the highest reward lay.', 'Choose on section of the web and click on the outer destination nodes.', '24', 'I plan to click the four outer nodes choosing a different web section each time.', 'I will continue to use the same strategy as the previous round.', '",4,TRUE,2
"220",15,183.51,444,"', 'I decided what to do after 4 clicks.', 'I clicked on the outer destination nodes of one chosen area of the web.', 'I clicked on each possible destination of my chosen area to find the highest reward number.', 'I was better able to offset any losses by choosing the higher reward value.', 'Choose one area of the web at a time and focus your clicks on that area.', '20', 'I plan to click on each destination nodes in one area of the web.', 'I will use my previous strategy.', '",4,TRUE,2
"220",18,167.21,429,"', 'I used four clicks to decide what to do.', 'I click on the four destination points of my chosen area.', 'I chose one area of the web each time and clicked on four of the destination nodes.', 'I could see where the highest reward value was.', 'Choose one area of web each round and click on the four outer destination nodes.', 'I plan to use 20 clicks.', 'I plan to click on four destination points within one area. ', 'I will use my previous strategy again.', '",4,TRUE,2
"221",3,105.9,86,"['2', 'on noodle', 'no', 'I learning more about strategy ', 'do not rush', 'not sure', 'do not know yet', 'instinct ', '",1,TRUE,1
"221",6,82.31,110,"', 'about 7', 'on final noodle', 'yes found out highest value before move', 'it could be better', 'do not know', '5', 'same as previous', 'n/a', '",2,TRUE,1
"221",9,62.68,96,"', 'n/a', 'finale nodle', 'found out final amount', 'it was much better than rounds before', 'n/a', 'not sure yet', 'n/a', 'same', '",4,TRUE,1
"221",12,60.28,62,"', '2 or 3', 'same as before', 'n/a', 'it could be better', 'n/a', '3', 'on last nodle', 'same', '",3,TRUE,1
"221",15,67.82,106,"', '3-6', 'found out final amount', 'same as before', 'it was much better than previous rounds', 'no advice', '3', 'same as before', 'same', '",5,TRUE,1
"221",18,86.58,68,"', 'more than I planed ', 'final nodle', 'same as before', 'n/a', 'n/a', '3', 'n/a', 'same as before', '",2,FALSE,0
"222",3,158.81,322,"['none I thought about this mentally now with regret.', 'I clicked a few times in front but nonetheless this still failed for me', 'just pretty much mentality of where I should consider going.', 'too much mental thinking rather than taking hints.', 'not to think it all mentally.', '5/6', 'straight ahead or at the sides.', 'clicking to find hints out.', '",1,TRUE,2
"222",6,89.55,144,"', '6 clicks', 'i clicked in front and made a decision', 'yes.clicked in front.', 'due to more experience', 'plan first then move second.', '10', 'ahead', 'clicking then moving', '",3,TRUE,1
"222",9,114.79,254,"', '12', 'i clicked ahead and to the sides', 'yes clicking ahead and to the sides', 'I had more understanding and practice of how it works', 'have a strategy first then move.', '20', 'ahead and to the sides', 'ahead and to the sides even if it costs more money its worth the investment.', '",3,TRUE,1
"222",12,94.04,179,"', '18', 'ahead and to the sides', 'yes ahead and then moved', 'more experience and understanding', 'Click ahead first then move. practice makes perfect.', '30', 'ahead and to the sides', 'ahead and to the sides', '",3,TRUE,1
"222",15,102.78,124,"', '12', 'ahead and to the sides', 'ahead and across', 'its slowly giving a bonus', 'plan first then move', '30', 'ahead and to the side', 'ahead and across', '",4,TRUE,1
"222",18,121.67,141,"', '10', 'ahead and to the sides', 'ahead and to the sides', 'was able to plan ahead with my experience', 'plan ahead then move', '40', 'ahead and behind', 'ahead and behind', '",4,TRUE,1
